"StatRec","Survey","F_CODE","Quarter","Year","Lusitanian","Boreal","ratio","Lat","Lon"
"41H0","BITS","27.3.d",4,2000,2,3,0.666666666666667,20.5,56.25
"42E0","SWC-IBTS","27.6.a",4,2000,12,3,4,-9.5,56.75
"42E1","SWC-IBTS","27.6.a",1,2000,11,8,1.375,-8.5,56.75
"42E2","SWC-IBTS","27.6.a",1,2000,15,11,1.36363636363636,-7.5,56.75
"42E2","SWC-IBTS","27.6.a",4,2000,15,7,2.14285714285714,-7.5,56.75
"42E3","SWC-IBTS","27.6.a",1,2000,13,8,1.625,-6.5,56.75
"42E3","SWC-IBTS","27.6.a",4,2000,10,7,1.42857142857143,-6.5,56.75
"42E7","NS-IBTS","27.4.b",1,2000,4,8,0.5,-2.5,56.75
"42E7","NS-IBTS","27.4.b",3,2000,4,7,0.571428571428571,-2.5,56.75
"42E8","NS-IBTS","27.4.b",1,2000,6,11,0.545454545454545,-1.5,56.75
"42E8","NS-IBTS","27.4.b",3,2000,5,8,0.625,-1.5,56.75
"42E9","NS-IBTS","27.4.b",1,2000,9,9,1,-0.5,56.75
"42E9","NS-IBTS","27.4.b",3,2000,7,8,0.875,-0.5,56.75
"42F0","NS-IBTS","27.4.b",1,2000,9,10,0.9,0.5,56.75
"42F0","NS-IBTS","27.4.b",3,2000,4,10,0.4,0.5,56.75
"42F1","NS-IBTS","27.4.b",1,2000,7,13,0.538461538461538,1.5,56.75
"42F1","NS-IBTS","27.4.b",3,2000,4,10,0.4,1.5,56.75
"42F2","NS-IBTS","27.4.b",1,2000,6,12,0.5,2.5,56.75
"42F2","NS-IBTS","27.4.b",3,2000,2,8,0.25,2.5,56.75
"42F3","NS-IBTS","27.4.b",1,2000,4,12,0.333333333333333,3.5,56.75
"42F3","NS-IBTS","27.4.b",3,2000,5,10,0.5,3.5,56.75
"42F4","NS-IBTS","27.4.b",1,2000,7,11,0.636363636363636,4.5,56.75
"42F4","NS-IBTS","27.4.b",3,2000,4,9,0.444444444444444,4.5,56.75
"42F5","NS-IBTS","27.4.b",1,2000,4,11,0.363636363636364,5.5,56.75
"42F5","NS-IBTS","27.4.b",3,2000,4,11,0.363636363636364,5.5,56.75
"42F6","NS-IBTS","27.4.b",1,2000,8,13,0.615384615384615,6.5,56.75
"42F6","NS-IBTS","27.4.b",3,2000,9,8,1.125,6.5,56.75
"42F7","NS-IBTS","27.4.b",1,2000,4,9,0.444444444444444,7.5,56.75
"42F7","NS-IBTS","27.4.b",3,2000,9,9,1,7.5,56.75
"42G1","NS-IBTS","27.3.a",1,2000,14,14,1,11.5,56.75
"42G2","NS-IBTS","27.3.a",1,2000,9,12,0.75,12.5,56.75
"42G7","BITS","27.3.d",1,2000,2,2,1,17.5,56.75
"42G7","BITS","27.3.d",4,2000,2,3,0.666666666666667,17.5,56.75
"42H0","BITS","27.3.d",1,2000,2,2,1,20.5,56.75
"42H0","BITS","27.3.d",4,2000,1,1,1,20.5,56.75
"43E0","SWC-IBTS","27.6.a",4,2000,12,8,1.5,-9.5,57.25
"43E1","SWC-IBTS","27.6.a",1,2000,10,7,1.42857142857143,-8.5,57.25
"43E2","SWC-IBTS","27.6.a",4,2000,10,8,1.25,-7.5,57.25
"43E8","NS-IBTS","27.4.b",1,2000,8,9,0.888888888888889,-1.5,57.25
"43E8","NS-IBTS","27.4.b",3,2000,11,8,1.375,-1.5,57.25
"43E9","NS-IBTS","27.4.b",1,2000,9,10,0.9,-0.5,57.25
"43E9","NS-IBTS","27.4.b",3,2000,6,9,0.666666666666667,-0.5,57.25
"43F0","NS-IBTS","27.4.b",1,2000,9,10,0.9,0.5,57.25
"43F0","NS-IBTS","27.4.b",3,2000,6,10,0.6,0.5,57.25
"43F1","NS-IBTS","27.4.b",1,2000,6,8,0.75,1.5,57.25
"43F1","NS-IBTS","27.4.b",3,2000,2,9,0.222222222222222,1.5,57.25
"43F2","NS-IBTS","27.4.b",1,2000,4,8,0.5,2.5,57.25
"43F2","NS-IBTS","27.4.b",3,2000,3,9,0.333333333333333,2.5,57.25
"43F3","NS-IBTS","27.4.b",1,2000,8,9,0.888888888888889,3.5,57.25
"43F3","NS-IBTS","27.4.b",3,2000,2,9,0.222222222222222,3.5,57.25
"43F4","NS-IBTS","27.4.b",1,2000,7,11,0.636363636363636,4.5,57.25
"43F4","NS-IBTS","27.4.b",3,2000,2,8,0.25,4.5,57.25
"43F5","NS-IBTS","27.4.b",1,2000,3,11,0.272727272727273,5.5,57.25
"43F5","NS-IBTS","27.4.b",3,2000,2,8,0.25,5.5,57.25
"43F6","NS-IBTS","27.4.b",1,2000,4,10,0.4,6.5,57.25
"43F6","NS-IBTS","27.4.b",3,2000,2,10,0.2,6.5,57.25
"43F7","NS-IBTS","27.4.b",1,2000,6,12,0.5,7.5,57.25
"43F7","NS-IBTS","27.4.b",3,2000,1,10,0.1,7.5,57.25
"43F8","NS-IBTS","27.3.a",1,2000,11,13,0.846153846153846,8.5,57.25
"43F9","NS-IBTS","27.3.a",3,2000,5,8,0.625,9.5,57.25
"43G0","NS-IBTS","27.3.a",1,2000,9,10,0.9,10.5,57.25
"43G1","NS-IBTS","27.3.a",1,2000,17,20,0.85,11.5,57.25
"43G2","NS-IBTS","27.3.a",1,2000,11,9,1.22222222222222,12.5,57.25
"43G6","BITS","27.3.d",1,2000,2,4,0.5,16.5,57.25
"43G6","BITS","27.3.d",4,2000,2,6,0.333333333333333,16.5,57.25
"43G7","BITS","27.3.d",1,2000,2,8,0.25,17.5,57.25
"43G7","BITS","27.3.d",4,2000,2,7,0.285714285714286,17.5,57.25
"43G8","BITS","27.3.d",1,2000,2,7,0.285714285714286,18.5,57.25
"43G8","BITS","27.3.d",4,2000,2,6,0.333333333333333,18.5,57.25
"43G9","BITS","27.3.d",1,2000,1,2,0.5,19.5,57.25
"43G9","BITS","27.3.d",4,2000,2,3,0.666666666666667,19.5,57.25
"43H0","BITS","27.3.d",1,2000,2,5,0.4,20.5,57.25
"43H0","BITS","27.3.d",4,2000,1,1,1,20.5,57.25
"43H1","BITS","27.3.d",1,2000,2,6,0.333333333333333,21.5,57.25
"43H1","BITS","27.3.d",4,2000,1,1,1,21.5,57.25
"44E0","SWC-IBTS","27.6.a",4,2000,10,6,1.66666666666667,-9.5,57.75
"44E3","SWC-IBTS","27.6.a",1,2000,13,12,1.08333333333333,-6.5,57.75
"44E6","NS-IBTS","27.4.a",1,2000,9,10,0.9,-3.5,57.75
"44E7","NS-IBTS","27.4.a",1,2000,7,8,0.875,-2.5,57.75
"44E7","NS-IBTS","27.4.a",3,2000,4,9,0.444444444444444,-2.5,57.75
"44E8","NS-IBTS","27.4.a",1,2000,8,9,0.888888888888889,-1.5,57.75
"44E8","NS-IBTS","27.4.a",3,2000,4,9,0.444444444444444,-1.5,57.75
"44E9","NS-IBTS","27.4.a",1,2000,13,11,1.18181818181818,-0.5,57.75
"44E9","NS-IBTS","27.4.a",3,2000,8,9,0.888888888888889,-0.5,57.75
"44F0","NS-IBTS","27.4.a",1,2000,8,11,0.727272727272727,0.5,57.75
"44F0","NS-IBTS","27.4.a",3,2000,6,10,0.6,0.5,57.75
"44F1","NS-IBTS","27.4.a",1,2000,8,10,0.8,1.5,57.75
"44F1","NS-IBTS","27.4.a",3,2000,8,11,0.727272727272727,1.5,57.75
"44F2","NS-IBTS","27.4.a",1,2000,4,8,0.5,2.5,57.75
"44F2","NS-IBTS","27.4.a",3,2000,2,9,0.222222222222222,2.5,57.75
"44F3","NS-IBTS","27.4.a",1,2000,5,10,0.5,3.5,57.75
"44F3","NS-IBTS","27.4.a",3,2000,4,9,0.444444444444444,3.5,57.75
"44F4","NS-IBTS","27.4.a",1,2000,5,11,0.454545454545455,4.5,57.75
"44F4","NS-IBTS","27.4.a",3,2000,3,11,0.272727272727273,4.5,57.75
"44F5","NS-IBTS","27.4.a",1,2000,9,18,0.5,5.5,57.75
"44F5","NS-IBTS","27.4.a",3,2000,4,12,0.333333333333333,5.5,57.75
"44F8","NS-IBTS","27.3.a",1,2000,12,15,0.8,8.5,57.75
"44F9","NS-IBTS","27.3.a",1,2000,12,14,0.857142857142857,9.5,57.75
"44G0","NS-IBTS","27.3.a",1,2000,16,21,0.761904761904762,10.5,57.75
"44G1","NS-IBTS","27.3.a",1,2000,13,15,0.866666666666667,11.5,57.75
"44G9","BITS","27.3.d",1,2000,3,6,0.5,19.5,57.75
"44G9","BITS","27.3.d",4,2000,2,7,0.285714285714286,19.5,57.75
"44H1","BITS","27.3.d",1,2000,1,7,0.142857142857143,21.5,57.75
"44H1","BITS","27.3.d",4,2000,1,1,1,21.5,57.75
"45E0","SWC-IBTS","27.6.a",1,2000,12,9,1.33333333333333,-9.5,58.25
"45E0","SWC-IBTS","27.6.a",4,2000,11,13,0.846153846153846,-9.5,58.25
"45E1","SWC-IBTS","27.6.a",1,2000,9,7,1.28571428571429,-8.5,58.25
"45E2","SWC-IBTS","27.6.a",4,2000,7,7,1,-7.5,58.25
"45E3","SWC-IBTS","27.6.a",1,2000,14,12,1.16666666666667,-6.5,58.25
"45E3","SWC-IBTS","27.6.a",4,2000,8,10,0.8,-6.5,58.25
"45E4","SWC-IBTS","27.6.a",1,2000,12,13,0.923076923076923,-5.5,58.25
"45E4","SWC-IBTS","27.6.a",4,2000,10,9,1.11111111111111,-5.5,58.25
"45E6","NS-IBTS","27.4.a",1,2000,7,11,0.636363636363636,-3.5,58.25
"45E6","NS-IBTS","27.4.a",3,2000,8,6,1.33333333333333,-3.5,58.25
"45E7","NS-IBTS","27.4.a",1,2000,7,10,0.7,-2.5,58.25
"45E7","NS-IBTS","27.4.a",3,2000,6,7,0.857142857142857,-2.5,58.25
"45E8","NS-IBTS","27.4.a",1,2000,12,11,1.09090909090909,-1.5,58.25
"45E8","NS-IBTS","27.4.a",3,2000,7,9,0.777777777777778,-1.5,58.25
"45E9","NS-IBTS","27.4.a",1,2000,13,11,1.18181818181818,-0.5,58.25
"45E9","NS-IBTS","27.4.a",3,2000,7,11,0.636363636363636,-0.5,58.25
"45F0","NS-IBTS","27.4.a",3,2000,2,10,0.2,0.5,58.25
"45F1","NS-IBTS","27.4.a",1,2000,9,10,0.9,1.5,58.25
"45F1","NS-IBTS","27.4.a",3,2000,2,7,0.285714285714286,1.5,58.25
"45F2","NS-IBTS","27.4.a",1,2000,7,9,0.777777777777778,2.5,58.25
"45F2","NS-IBTS","27.4.a",3,2000,3,8,0.375,2.5,58.25
"45F3","NS-IBTS","27.4.a",1,2000,6,10,0.6,3.5,58.25
"45F3","NS-IBTS","27.4.a",3,2000,3,11,0.272727272727273,3.5,58.25
"45F4","NS-IBTS","27.4.a",1,2000,7,14,0.5,4.5,58.25
"45F4","NS-IBTS","27.4.a",3,2000,3,14,0.214285714285714,4.5,58.25
"45F9","NS-IBTS","27.3.a",1,2000,12,16,0.75,9.5,58.25
"45G0","NS-IBTS","27.3.a",1,2000,12,17,0.705882352941177,10.5,58.25
"45G1","NS-IBTS","27.3.a",1,2000,12,19,0.631578947368421,11.5,58.25
"45H1","BITS","27.3.d",4,2000,1,1,1,21.5,58.25
"46E1","SWC-IBTS","27.6.a",1,2000,8,5,1.6,-8.5,58.75
"46E1","SWC-IBTS","27.6.a",4,2000,8,8,1,-8.5,58.75
"46E2","SWC-IBTS","27.6.a",4,2000,10,8,1.25,-7.5,58.75
"46E3","SWC-IBTS","27.6.a",1,2000,10,9,1.11111111111111,-6.5,58.75
"46E4","SWC-IBTS","27.6.a",1,2000,9,8,1.125,-5.5,58.75
"46E5","SWC-IBTS","27.6.a",1,2000,6,9,0.666666666666667,-4.5,58.75
"46E7","NS-IBTS","27.4.a",1,2000,10,12,0.833333333333333,-2.5,58.75
"46E7","NS-IBTS","27.4.a",3,2000,13,8,1.625,-2.5,58.75
"46E8","NS-IBTS","27.4.a",1,2000,15,14,1.07142857142857,-1.5,58.75
"46E8","NS-IBTS","27.4.a",3,2000,8,8,1,-1.5,58.75
"46E9","NS-IBTS","27.4.a",1,2000,12,11,1.09090909090909,-0.5,58.75
"46F0","NS-IBTS","27.4.a",1,2000,6,7,0.857142857142857,0.5,58.75
"46F0","NS-IBTS","27.4.a",3,2000,5,13,0.384615384615385,0.5,58.75
"46F1","NS-IBTS","27.4.a",1,2000,3,12,0.25,1.5,58.75
"46F1","NS-IBTS","27.4.a",3,2000,5,8,0.625,1.5,58.75
"46F2","NS-IBTS","27.4.a",1,2000,5,13,0.384615384615385,2.5,58.75
"46F2","NS-IBTS","27.4.a",3,2000,3,11,0.272727272727273,2.5,58.75
"46F3","NS-IBTS","27.4.a",1,2000,5,11,0.454545454545455,3.5,58.75
"46F3","NS-IBTS","27.4.a",3,2000,2,7,0.285714285714286,3.5,58.75
"46G0","NS-IBTS","27.3.a",1,2000,12,17,0.705882352941177,10.5,58.75
"46H1","BITS","27.3.d",4,2000,1,1,1,21.5,58.75
"47E3","SWC-IBTS","27.6.a",1,2000,10,7,1.42857142857143,-6.5,59.25
"47E3","SWC-IBTS","27.6.a",4,2000,5,7,0.714285714285714,-6.5,59.25
"47E4","SWC-IBTS","27.6.a",1,2000,10,7,1.42857142857143,-5.5,59.25
"47E5","SWC-IBTS","27.6.a",4,2000,10,8,1.25,-4.5,59.25
"47E7","NS-IBTS","27.4.a",1,2000,9,11,0.818181818181818,-2.5,59.25
"47E7","NS-IBTS","27.4.a",3,2000,9,10,0.9,-2.5,59.25
"47E8","NS-IBTS","27.4.a",1,2000,13,12,1.08333333333333,-1.5,59.25
"47E8","NS-IBTS","27.4.a",3,2000,11,14,0.785714285714286,-1.5,59.25
"47E9","NS-IBTS","27.4.a",1,2000,6,9,0.666666666666667,-0.5,59.25
"47E9","NS-IBTS","27.4.a",3,2000,8,11,0.727272727272727,-0.5,59.25
"47F0","NS-IBTS","27.4.a",1,2000,9,10,0.9,0.5,59.25
"47F0","NS-IBTS","27.4.a",3,2000,3,10,0.3,0.5,59.25
"47F1","NS-IBTS","27.4.a",1,2000,5,14,0.357142857142857,1.5,59.25
"47F1","NS-IBTS","27.4.a",3,2000,2,8,0.25,1.5,59.25
"47F2","NS-IBTS","27.4.a",1,2000,6,11,0.545454545454545,2.5,59.25
"47F2","NS-IBTS","27.4.a",3,2000,6,9,0.666666666666667,2.5,59.25
"47F3","NS-IBTS","27.4.a",1,2000,5,10,0.5,3.5,59.25
"47F3","NS-IBTS","27.4.a",3,2000,8,12,0.666666666666667,3.5,59.25
"48E7","NS-IBTS","27.4.a",3,2000,9,9,1,-2.5,59.75
"48E8","NS-IBTS","27.4.a",1,2000,12,9,1.33333333333333,-1.5,59.75
"48E8","NS-IBTS","27.4.a",3,2000,6,11,0.545454545454545,-1.5,59.75
"48E9","NS-IBTS","27.4.a",1,2000,9,12,0.75,-0.5,59.75
"48E9","NS-IBTS","27.4.a",3,2000,5,9,0.555555555555556,-0.5,59.75
"48F0","NS-IBTS","27.4.a",1,2000,9,13,0.692307692307692,0.5,59.75
"48F0","NS-IBTS","27.4.a",3,2000,5,11,0.454545454545455,0.5,59.75
"48F1","NS-IBTS","27.4.a",1,2000,4,7,0.571428571428571,1.5,59.75
"48F1","NS-IBTS","27.4.a",3,2000,4,9,0.444444444444444,1.5,59.75
"48F2","NS-IBTS","27.4.a",1,2000,6,9,0.666666666666667,2.5,59.75
"48F2","NS-IBTS","27.4.a",3,2000,5,10,0.5,2.5,59.75
"48F3","NS-IBTS","27.4.a",1,2000,8,9,0.888888888888889,3.5,59.75
"48F3","NS-IBTS","27.4.a",3,2000,7,11,0.636363636363636,3.5,59.75
"49E7","NS-IBTS","27.4.a",3,2000,11,9,1.22222222222222,-2.5,60.25
"49E8","NS-IBTS","27.4.a",3,2000,8,8,1,-1.5,60.25
"49E9","NS-IBTS","27.4.a",1,2000,9,10,0.9,-0.5,60.25
"49E9","NS-IBTS","27.4.a",3,2000,11,13,0.846153846153846,-0.5,60.25
"49F0","NS-IBTS","27.4.a",1,2000,8,11,0.727272727272727,0.5,60.25
"49F0","NS-IBTS","27.4.a",3,2000,8,13,0.615384615384615,0.5,60.25
"49F1","NS-IBTS","27.4.a",1,2000,5,12,0.416666666666667,1.5,60.25
"49F1","NS-IBTS","27.4.a",3,2000,5,11,0.454545454545455,1.5,60.25
"49F2","NS-IBTS","27.4.a",1,2000,6,10,0.6,2.5,60.25
"49F2","NS-IBTS","27.4.a",3,2000,3,8,0.375,2.5,60.25
"49F3","NS-IBTS","27.4.a",1,2000,5,9,0.555555555555556,3.5,60.25
"49F3","NS-IBTS","27.4.a",3,2000,5,6,0.833333333333333,3.5,60.25
"50E8","NS-IBTS","27.4.a",1,2000,10,9,1.11111111111111,-1.5,60.75
"50E9","NS-IBTS","27.4.a",1,2000,7,8,0.875,-0.5,60.75
"50E9","NS-IBTS","27.4.a",3,2000,11,10,1.1,-0.5,60.75
"50F0","NS-IBTS","27.4.a",1,2000,9,12,0.75,0.5,60.75
"50F0","NS-IBTS","27.4.a",3,2000,8,10,0.8,0.5,60.75
"50F1","NS-IBTS","27.4.a",1,2000,9,13,0.692307692307692,1.5,60.75
"50F1","NS-IBTS","27.4.a",3,2000,6,11,0.545454545454545,1.5,60.75
"50F2","NS-IBTS","27.4.a",1,2000,8,11,0.727272727272727,2.5,60.75
"50F2","NS-IBTS","27.4.a",3,2000,7,12,0.583333333333333,2.5,60.75
"50F3","NS-IBTS","27.4.a",1,2000,9,11,0.818181818181818,3.5,60.75
"50F3","NS-IBTS","27.4.a",3,2000,7,8,0.875,3.5,60.75
"51E8","NS-IBTS","27.4.a",1,2000,12,10,1.2,-1.5,61.25
"51E8","NS-IBTS","27.4.a",3,2000,8,7,1.14285714285714,-1.5,61.25
"51E9","NS-IBTS","27.4.a",1,2000,11,12,0.916666666666667,-0.5,61.25
"51E9","NS-IBTS","27.4.a",3,2000,7,10,0.7,-0.5,61.25
"51F0","NS-IBTS","27.4.a",1,2000,9,13,0.692307692307692,0.5,61.25
"51F0","NS-IBTS","27.4.a",3,2000,13,10,1.3,0.5,61.25
"51F1","NS-IBTS","27.4.a",1,2000,13,12,1.08333333333333,1.5,61.25
"51F1","NS-IBTS","27.4.a",3,2000,7,8,0.875,1.5,61.25
"51F2","NS-IBTS","27.4.a",1,2000,8,10,0.8,2.5,61.25
"51F2","NS-IBTS","27.4.a",3,2000,10,12,0.833333333333333,2.5,61.25
"52F0","NS-IBTS","27.4.a",3,2000,5,11,0.454545454545455,0.5,61.75
"02E2","SP-ARSA","27.9.a",1,2001,11,NA,NA,-7.5,36.75
"02E3","SP-ARSA","27.9.a",1,2001,13,NA,NA,-6.5,36.75
"15E0","SP-NORTH","27.8.c",4,2001,26,2,13,-9.5,43.25
"15E1","SP-NORTH","27.8.c",4,2001,30,1,30,-8.5,43.25
"15E5","SP-NORTH","27.8.c",4,2001,24,NA,NA,-4.5,43.25
"15E6","SP-NORTH","27.8.c",4,2001,26,NA,NA,-3.5,43.25
"15E7","SP-NORTH","27.8.c",4,2001,28,1,28,-2.5,43.25
"16E0","SP-NORTH","27.8.c",4,2001,10,NA,NA,-9.5,43.75
"16E1","SP-NORTH","27.8.c",4,2001,26,1,26,-8.5,43.75
"16E2","SP-NORTH","27.8.c",4,2001,32,2,16,-7.5,43.75
"16E3","SP-NORTH","27.8.c",4,2001,39,3,13,-6.5,43.75
"16E4","SP-NORTH","27.8.c",4,2001,35,2,17.5,-5.5,43.75
"16E5","SP-NORTH","27.8.c",4,2001,27,1,27,-4.5,43.75
"16E6","SP-NORTH","27.8.c",4,2001,34,NA,NA,-3.5,43.75
"16E7","SP-NORTH","27.8.c",4,2001,28,NA,NA,-2.5,43.75
"16E8","EVHOE","27.8.b",4,2001,19,2,9.5,-1.5,43.75
"17E1","SP-NORTH","27.8.c",4,2001,17,NA,NA,-8.5,44.25
"17E2","SP-NORTH","27.8.c",4,2001,17,NA,NA,-7.5,44.25
"17E8","EVHOE","27.8.b",4,2001,8,NA,NA,-1.5,44.25
"18E7","EVHOE","27.8.b",4,2001,11,NA,NA,-2.5,44.75
"18E8","EVHOE","27.8.b",4,2001,36,1,36,-1.5,44.75
"19E6","EVHOE","27.8.d",4,2001,9,NA,NA,-3.5,45.25
"19E7","EVHOE","27.8.b",4,2001,22,NA,NA,-2.5,45.25
"19E8","EVHOE","27.8.b",4,2001,17,NA,NA,-1.5,45.25
"20E6","EVHOE","27.8.b",4,2001,24,NA,NA,-3.5,45.75
"20E7","EVHOE","27.8.b",4,2001,26,2,13,-2.5,45.75
"20E8","EVHOE","27.8.b",4,2001,18,NA,NA,-1.5,45.75
"21E5","EVHOE","27.8.a",4,2001,16,NA,NA,-4.5,46.25
"21E6","EVHOE","27.8.a",4,2001,23,1,23,-3.5,46.25
"21E7","EVHOE","27.8.a",4,2001,16,2,8,-2.5,46.25
"21E8","EVHOE","27.8.a",4,2001,15,2,7.5,-1.5,46.25
"22E5","EVHOE","27.8.a",4,2001,27,5,5.4,-4.5,46.75
"22E6","EVHOE","27.8.a",4,2001,19,3,6.33333333333333,-3.5,46.75
"22E7","EVHOE","27.8.a",4,2001,19,2,9.5,-2.5,46.75
"23E4","EVHOE","27.8.a",4,2001,23,3,7.66666666666667,-5.5,47.25
"23E5","EVHOE","27.8.a",4,2001,22,4,5.5,-4.5,47.25
"23E6","EVHOE","27.8.a",4,2001,26,6,4.33333333333333,-3.5,47.25
"24E2","EVHOE","27.8.a",4,2001,16,NA,NA,-7.5,47.75
"24E3","EVHOE","27.8.a",4,2001,16,NA,NA,-6.5,47.75
"24E4","EVHOE","27.8.a",4,2001,26,3,8.66666666666667,-5.5,47.75
"24E5","EVHOE","27.8.a",4,2001,28,3,9.33333333333333,-4.5,47.75
"25E0","EVHOE","27.7.j",4,2001,18,3,6,-9.5,48.25
"25E1","EVHOE","27.7.h",4,2001,21,4,5.25,-8.5,48.25
"25E2","EVHOE","27.7.h",4,2001,19,4,4.75,-7.5,48.25
"25E3","EVHOE","27.7.h",4,2001,18,4,4.5,-6.5,48.25
"26D9","EVHOE","27.7.j",4,2001,16,NA,NA,-10.5,48.75
"26E0","EVHOE","27.7.j",4,2001,19,3,6.33333333333333,-9.5,48.75
"26E1","EVHOE","27.7.h",4,2001,19,4,4.75,-8.5,48.75
"26E2","EVHOE","27.7.h",4,2001,13,2,6.5,-7.5,48.75
"27D9","EVHOE","27.7.j",4,2001,15,2,7.5,-10.5,49.25
"27E0","EVHOE","27.7.j",4,2001,19,3,6.33333333333333,-9.5,49.25
"27E1","EVHOE","27.7.h",4,2001,15,3,5,-8.5,49.25
"27E2","EVHOE","27.7.h",4,2001,15,4,3.75,-7.5,49.25
"27E9","FR-CGFS","27.7.d",4,2001,22,4,5.5,-0.5,49.25
"27F0","FR-CGFS","27.7.d",4,2001,11,6,1.83333333333333,0.5,49.25
"28D8","EVHOE","27.7.j",4,2001,15,4,3.75,-11.5,49.75
"28D9","EVHOE","27.7.j",4,2001,19,2,9.5,-10.5,49.75
"28E0","EVHOE","27.7.j",4,2001,20,5,4,-9.5,49.75
"28E1","EVHOE","27.7.h",4,2001,22,9,2.44444444444444,-8.5,49.75
"28E2","EVHOE","27.7.h",4,2001,19,9,2.11111111111111,-7.5,49.75
"28E8","FR-CGFS","27.7.d",4,2001,21,2,10.5,-1.5,49.75
"28E9","FR-CGFS","27.7.d",4,2001,19,1,19,-0.5,49.75
"28F0","FR-CGFS","27.7.d",4,2001,17,6,2.83333333333333,0.5,49.75
"28F1","FR-CGFS","27.7.d",4,2001,7,4,1.75,1.5,49.75
"29D9","EVHOE","27.7.j",4,2001,21,2,10.5,-10.5,50.25
"29E0","EVHOE","27.7.j",4,2001,21,8,2.625,-9.5,50.25
"29E1","EVHOE","27.7.g",4,2001,21,7,3,-8.5,50.25
"29E8","FR-CGFS","27.7.d",4,2001,12,NA,NA,-1.5,50.25
"29E9","FR-CGFS","27.7.d",4,2001,15,2,7.5,-0.5,50.25
"29F0","FR-CGFS","27.7.d",4,2001,11,1,11,0.5,50.25
"29F1","FR-CGFS","27.7.d",4,2001,16,4,4,1.5,50.25
"30D8","EVHOE","27.7.j",4,2001,12,2,6,-11.5,50.75
"30D9","EVHOE","27.7.j",4,2001,20,3,6.66666666666667,-10.5,50.75
"30E0","EVHOE","27.7.j",4,2001,20,8,2.5,-9.5,50.75
"30E1","EVHOE","27.7.g",4,2001,18,12,1.5,-8.5,50.75
"30E2","EVHOE","27.7.g",4,2001,13,6,2.16666666666667,-7.5,50.75
"30E4","BTS","27.7.f",3,2001,12,4,3,-5.5,50.75
"30E5","BTS","27.7.f",3,2001,6,1,6,-4.5,50.75
"30E9","FR-CGFS","27.7.d",4,2001,17,6,2.83333333333333,-0.5,50.75
"30F0","FR-CGFS","27.7.d",4,2001,19,5,3.8,0.5,50.75
"30F1","FR-CGFS","27.7.d",4,2001,16,5,3.2,1.5,50.75
"31D5","SP-PORC","27.7.k",3,2001,12,4,3,-14.5,51.25
"31D6","SP-PORC","27.7.k",3,2001,7,2,3.5,-13.5,51.25
"31D8","EVHOE","27.7.j",4,2001,19,1,19,-11.5,51.25
"31D9","EVHOE","27.7.j",4,2001,17,4,4.25,-10.5,51.25
"31E0","EVHOE","27.7.j",4,2001,14,10,1.4,-9.5,51.25
"31E2","EVHOE","27.7.g",4,2001,16,10,1.6,-7.5,51.25
"31E3","EVHOE","27.7.g",4,2001,10,8,1.25,-6.5,51.25
"31E4","EVHOE","27.7.g",4,2001,24,8,3,-5.5,51.25
"31E5","BTS","27.7.f",3,2001,27,6,4.5,-4.5,51.25
"31E6","BTS","27.7.f",3,2001,5,1,5,-3.5,51.25
"31F1","NS-IBTS","27.4.c",1,2001,12,7,1.71428571428571,1.5,51.25
"31F2","NS-IBTS","27.4.c",1,2001,11,7,1.57142857142857,2.5,51.25
"32D5","SP-PORC","27.7.k",3,2001,15,6,2.5,-14.5,51.75
"32D6","SP-PORC","27.7.k",3,2001,12,4,3,-13.5,51.75
"32E1","EVHOE","27.7.g",4,2001,18,7,2.57142857142857,-8.5,51.75
"32E2","EVHOE","27.7.g",4,2001,10,6,1.66666666666667,-7.5,51.75
"32E3","EVHOE","27.7.g",4,2001,16,6,2.66666666666667,-6.5,51.75
"32E4","EVHOE","27.7.g",4,2001,20,4,5,-5.5,51.75
"32E5","BTS","27.7.f",3,2001,26,5,5.2,-4.5,51.75
"32E6","BTS","27.7.f",3,2001,17,5,3.4,-3.5,51.75
"32F1","NS-IBTS","27.4.c",1,2001,18,11,1.63636363636364,1.5,51.75
"32F1","NS-IBTS","27.4.c",3,2001,12,6,2,1.5,51.75
"32F2","NS-IBTS","27.4.c",1,2001,7,6,1.16666666666667,2.5,51.75
"32F2","NS-IBTS","27.4.c",3,2001,8,5,1.6,2.5,51.75
"32F3","NS-IBTS","27.4.c",1,2001,9,7,1.28571428571429,3.5,51.75
"32F3","NS-IBTS","27.4.c",3,2001,13,5,2.6,3.5,51.75
"33D5","SP-PORC","27.7.k",3,2001,12,9,1.33333333333333,-14.5,52.25
"33D6","SP-PORC","27.7.k",3,2001,12,5,2.4,-13.5,52.25
"33D7","SP-PORC","27.7.k",3,2001,11,5,2.2,-12.5,52.25
"33F1","NS-IBTS","27.4.c",1,2001,10,8,1.25,1.5,52.25
"33F2","NS-IBTS","27.4.c",1,2001,12,8,1.5,2.5,52.25
"33F2","NS-IBTS","27.4.c",3,2001,5,3,1.66666666666667,2.5,52.25
"33F3","NS-IBTS","27.4.c",1,2001,8,7,1.14285714285714,3.5,52.25
"33F3","NS-IBTS","27.4.c",3,2001,6,3,2,3.5,52.25
"33F4","NS-IBTS","27.4.c",1,2001,7,6,1.16666666666667,4.5,52.25
"34D5","SP-PORC","27.7.c",3,2001,17,10,1.7,-14.5,52.75
