"StatRec","Survey","F_CODE","Quarter","Year","Lusitanian","Boreal","ratio","Lat","Lon"
"34F4","NS-IBTS","27.4.c",1,1969,5,5,1,4.5,52.75
"35F2","NS-IBTS","27.4.c",1,1969,1,2,0.5,2.5,53.25
"35F3","NS-IBTS","27.4.c",1,1969,9,6,1.5,3.5,53.25
"35F4","NS-IBTS","27.4.c",1,1969,6,4,1.5,4.5,53.25
"36F0","NS-IBTS","27.4.b",1,1969,1,2,0.5,0.5,53.75
"36F2","NS-IBTS","27.4.b",1,1969,3,4,0.75,2.5,53.75
"36F3","NS-IBTS","27.4.b",1,1969,10,9,1.11111111111111,3.5,53.75
"36F4","NS-IBTS","27.4.b",1,1969,10,8,1.25,4.5,53.75
"37F0","NS-IBTS","27.4.b",1,1969,5,7,0.714285714285714,0.5,54.25
"37F1","NS-IBTS","27.4.b",1,1969,4,8,0.5,1.5,54.25
"37F2","NS-IBTS","27.4.b",1,1969,8,9,0.888888888888889,2.5,54.25
"37F3","NS-IBTS","27.4.b",1,1969,2,3,0.666666666666667,3.5,54.25
"37F4","NS-IBTS","27.4.b",1,1969,1,3,0.333333333333333,4.5,54.25
"37F7","NS-IBTS","27.4.b",1,1969,2,2,1,7.5,54.25
"38F0","NS-IBTS","27.4.b",1,1969,5,8,0.625,0.5,54.75
"38F1","NS-IBTS","27.4.b",1,1969,5,10,0.5,1.5,54.75
"38F2","NS-IBTS","27.4.b",1,1969,4,8,0.5,2.5,54.75
"38F4","NS-IBTS","27.4.b",1,1969,1,2,0.5,4.5,54.75
"38F5","NS-IBTS","27.4.b",1,1969,9,7,1.28571428571429,5.5,54.75
"38F6","NS-IBTS","27.4.b",1,1969,8,7,1.14285714285714,6.5,54.75
"39F1","NS-IBTS","27.4.b",1,1969,4,8,0.5,1.5,55.25
"39F2","NS-IBTS","27.4.b",1,1969,3,9,0.333333333333333,2.5,55.25
"39F3","NS-IBTS","27.4.b",1,1969,1,3,0.333333333333333,3.5,55.25
"39F4","NS-IBTS","27.4.b",1,1969,1,3,0.333333333333333,4.5,55.25
"39F5","NS-IBTS","27.4.b",1,1969,7,8,0.875,5.5,55.25
"39F6","NS-IBTS","27.4.b",1,1969,9,10,0.9,6.5,55.25
"40E8","NS-IBTS","27.4.b",1,1969,4,8,0.5,-1.5,55.75
"40E9","NS-IBTS","27.4.b",1,1969,2,5,0.4,-0.5,55.75
"40F0","NS-IBTS","27.4.b",1,1969,4,8,0.5,0.5,55.75
"40F1","NS-IBTS","27.4.b",1,1969,5,8,0.625,1.5,55.75
"40F2","NS-IBTS","27.4.b",1,1969,4,9,0.444444444444444,2.5,55.75
"40F3","NS-IBTS","27.4.b",1,1969,3,9,0.333333333333333,3.5,55.75
"40F4","NS-IBTS","27.4.b",1,1969,2,4,0.5,4.5,55.75
"40F6","NS-IBTS","27.4.b",1,1969,1,1,1,6.5,55.75
"41E7","NS-IBTS","27.4.b",1,1969,6,10,0.6,-2.5,56.25
"41E8","NS-IBTS","27.4.b",1,1969,4,8,0.5,-1.5,56.25
"41F1","NS-IBTS","27.4.b",1,1969,5,13,0.384615384615385,1.5,56.25
"41F2","NS-IBTS","27.4.b",1,1969,2,6,0.333333333333333,2.5,56.25
"41F3","NS-IBTS","27.4.b",1,1969,3,12,0.25,3.5,56.25
"41F5","NS-IBTS","27.4.b",1,1969,1,2,0.5,5.5,56.25
"41F6","NS-IBTS","27.4.b",1,1969,1,3,0.333333333333333,6.5,56.25
"42E9","NS-IBTS","27.4.b",1,1969,3,8,0.375,-0.5,56.75
"42F0","NS-IBTS","27.4.b",1,1969,4,8,0.5,0.5,56.75
"42F1","NS-IBTS","27.4.b",1,1969,2,9,0.222222222222222,1.5,56.75
"42F2","NS-IBTS","27.4.b",1,1969,5,7,0.714285714285714,2.5,56.75
"42F3","NS-IBTS","27.4.b",1,1969,1,7,0.142857142857143,3.5,56.75
"42F4","NS-IBTS","27.4.b",1,1969,2,10,0.2,4.5,56.75
"42F5","NS-IBTS","27.4.b",1,1969,1,3,0.333333333333333,5.5,56.75
"42F6","NS-IBTS","27.4.b",1,1969,1,2,0.5,6.5,56.75
"43E8","NS-IBTS","27.4.b",1,1969,7,11,0.636363636363636,-1.5,57.25
"43F1","NS-IBTS","27.4.b",1,1969,4,6,0.666666666666667,1.5,57.25
"43F2","NS-IBTS","27.4.b",1,1969,4,9,0.444444444444444,2.5,57.25
"43F3","NS-IBTS","27.4.b",1,1969,1,8,0.125,3.5,57.25
"43F4","NS-IBTS","27.4.b",1,1969,1,10,0.1,4.5,57.25
"44F4","NS-IBTS","27.4.a",1,1969,3,11,0.272727272727273,4.5,57.75
"44F5","NS-IBTS","27.4.a",1,1969,2,7,0.285714285714286,5.5,57.75
"33F2","NS-IBTS","27.4.c",1,1970,3,2,1.5,2.5,52.25
"33F4","NS-IBTS","27.4.c",1,1970,6,6,1,4.5,52.25
"34F2","NS-IBTS","27.4.c",1,1970,1,2,0.5,2.5,52.75
"34F3","NS-IBTS","27.4.c",1,1970,2,2,1,3.5,52.75
"34F4","NS-IBTS","27.4.c",1,1970,5,8,0.625,4.5,52.75
"35F1","NS-IBTS","27.4.c",1,1970,1,1,1,1.5,53.25
"35F2","NS-IBTS","27.4.c",1,1970,1,2,0.5,2.5,53.25
"35F3","NS-IBTS","27.4.c",1,1970,9,4,2.25,3.5,53.25
"35F4","NS-IBTS","27.4.c",1,1970,8,4,2,4.5,53.25
"36F0","NS-IBTS","27.4.b",1,1970,2,2,1,0.5,53.75
"36F3","NS-IBTS","27.4.b",1,1970,4,5,0.8,3.5,53.75
"36F4","NS-IBTS","27.4.b",1,1970,2,4,0.5,4.5,53.75
"36F5","NS-IBTS","27.4.b",1,1970,3,5,0.6,5.5,53.75
"36F6","NS-IBTS","27.4.b",1,1970,4,7,0.571428571428571,6.5,53.75
"37F0","NS-IBTS","27.4.b",1,1970,2,2,1,0.5,54.25
"37F1","NS-IBTS","27.4.b",1,1970,1,3,0.333333333333333,1.5,54.25
"37F2","NS-IBTS","27.4.b",1,1970,1,3,0.333333333333333,2.5,54.25
"37F4","NS-IBTS","27.4.b",1,1970,6,5,1.2,4.5,54.25
"37F5","NS-IBTS","27.4.b",1,1970,6,6,1,5.5,54.25
"37F6","NS-IBTS","27.4.b",1,1970,1,2,0.5,6.5,54.25
"37F8","NS-IBTS","27.4.b",1,1970,1,7,0.142857142857143,8.5,54.25
"38E8","NS-IBTS","27.4.b",1,1970,1,1,1,-1.5,54.75
"38E9","NS-IBTS","27.4.b",1,1970,1,2,0.5,-0.5,54.75
"38F0","NS-IBTS","27.4.b",1,1970,2,1,2,0.5,54.75
"38F3","NS-IBTS","27.4.b",1,1970,6,6,1,3.5,54.75
"38F4","NS-IBTS","27.4.b",1,1970,5,7,0.714285714285714,4.5,54.75
"38F6","NS-IBTS","27.4.b",1,1970,1,1,1,6.5,54.75
"38F8","NS-IBTS","27.4.b",1,1970,2,8,0.25,8.5,54.75
"39E8","NS-IBTS","27.4.b",1,1970,7,11,0.636363636363636,-1.5,55.25
"39E9","NS-IBTS","27.4.b",1,1970,4,3,1.33333333333333,-0.5,55.25
"39F0","NS-IBTS","27.4.b",1,1970,2,3,0.666666666666667,0.5,55.25
"39F1","NS-IBTS","27.4.b",1,1970,4,5,0.8,1.5,55.25
"39F2","NS-IBTS","27.4.b",1,1970,4,6,0.666666666666667,2.5,55.25
"39F3","NS-IBTS","27.4.b",1,1970,2,6,0.333333333333333,3.5,55.25
"39F4","NS-IBTS","27.4.b",1,1970,4,6,0.666666666666667,4.5,55.25
"39F8","NS-IBTS","27.4.b",1,1970,2,10,0.2,8.5,55.25
"40E8","NS-IBTS","27.4.b",1,1970,4,7,0.571428571428571,-1.5,55.75
"40F0","NS-IBTS","27.4.b",1,1970,6,10,0.6,0.5,55.75
"40F1","NS-IBTS","27.4.b",1,1970,6,9,0.666666666666667,1.5,55.75
"40F2","NS-IBTS","27.4.b",1,1970,5,9,0.555555555555556,2.5,55.75
"40F3","NS-IBTS","27.4.b",1,1970,2,6,0.333333333333333,3.5,55.75
"40F4","NS-IBTS","27.4.b",1,1970,2,3,0.666666666666667,4.5,55.75
"40F5","NS-IBTS","27.4.b",1,1970,1,2,0.5,5.5,55.75
"41E7","NS-IBTS","27.4.b",1,1970,5,9,0.555555555555556,-2.5,56.25
"41E8","NS-IBTS","27.4.b",1,1970,7,9,0.777777777777778,-1.5,56.25
"41F0","NS-IBTS","27.4.b",1,1970,6,9,0.666666666666667,0.5,56.25
"41F1","NS-IBTS","27.4.b",1,1970,5,9,0.555555555555556,1.5,56.25
"41F2","NS-IBTS","27.4.b",1,1970,5,7,0.714285714285714,2.5,56.25
"41F3","NS-IBTS","27.4.b",1,1970,2,3,0.666666666666667,3.5,56.25
"41F5","NS-IBTS","27.4.b",1,1970,2,3,0.666666666666667,5.5,56.25
"41F6","NS-IBTS","27.4.b",1,1970,NA,1,NA,6.5,56.25
"42E7","NS-IBTS","27.4.b",1,1970,5,7,0.714285714285714,-2.5,56.75
"42F0","NS-IBTS","27.4.b",1,1970,4,10,0.4,0.5,56.75
"42F1","NS-IBTS","27.4.b",1,1970,5,11,0.454545454545455,1.5,56.75
"42F2","NS-IBTS","27.4.b",1,1970,3,5,0.6,2.5,56.75
"42F3","NS-IBTS","27.4.b",1,1970,1,3,0.333333333333333,3.5,56.75
"42F4","NS-IBTS","27.4.b",1,1970,2,3,0.666666666666667,4.5,56.75
"42F5","NS-IBTS","27.4.b",1,1970,5,7,0.714285714285714,5.5,56.75
"43E8","NS-IBTS","27.4.b",1,1970,6,10,0.6,-1.5,57.25
"43F0","NS-IBTS","27.4.b",1,1970,4,7,0.571428571428571,0.5,57.25
"43F1","NS-IBTS","27.4.b",1,1970,6,10,0.6,1.5,57.25
"43F2","NS-IBTS","27.4.b",1,1970,5,7,0.714285714285714,2.5,57.25
"43F3","NS-IBTS","27.4.b",1,1970,2,3,0.666666666666667,3.5,57.25
"43F4","NS-IBTS","27.4.b",1,1970,2,3,0.666666666666667,4.5,57.25
"43F6","NS-IBTS","27.4.b",1,1970,1,3,0.333333333333333,6.5,57.25
"43F7","NS-IBTS","27.4.b",1,1970,3,7,0.428571428571429,7.5,57.25
"43F8","NS-IBTS","27.3.a",1,1970,3,7,0.428571428571429,8.5,57.25
"44F3","NS-IBTS","27.4.a",1,1970,2,3,0.666666666666667,3.5,57.75
"44F4","NS-IBTS","27.4.a",1,1970,NA,2,NA,4.5,57.75
"44F8","NS-IBTS","27.3.a",1,1970,4,10,0.4,8.5,57.75
"31F1","NS-IBTS","27.4.c",1,1971,1,1,1,1.5,51.25
"32F3","NS-IBTS","27.4.c",1,1971,3,4,0.75,3.5,51.75
"33F4","NS-IBTS","27.4.c",1,1971,2,4,0.5,4.5,52.25
"34F2","NS-IBTS","27.4.c",1,1971,NA,1,NA,2.5,52.75
"34F3","NS-IBTS","27.4.c",1,1971,6,4,1.5,3.5,52.75
"34F4","NS-IBTS","27.4.c",1,1971,4,5,0.8,4.5,52.75
"35F2","NS-IBTS","27.4.c",1,1971,5,4,1.25,2.5,53.25
"35F3","NS-IBTS","27.4.c",1,1971,7,5,1.4,3.5,53.25
"35F4","NS-IBTS","27.4.c",1,1971,5,5,1,4.5,53.25
"36F0","NS-IBTS","27.4.b",1,1971,NA,2,NA,0.5,53.75
"36F1","NS-IBTS","27.4.b",1,1971,NA,1,NA,1.5,53.75
"36F2","NS-IBTS","27.4.b",1,1971,8,7,1.14285714285714,2.5,53.75
"36F3","NS-IBTS","27.4.b",1,1971,8,6,1.33333333333333,3.5,53.75
"36F4","NS-IBTS","27.4.b",1,1971,8,7,1.14285714285714,4.5,53.75
"36F5","NS-IBTS","27.4.b",1,1971,4,4,1,5.5,53.75
"36F7","NS-IBTS","27.4.b",1,1971,4,5,0.8,7.5,53.75
"37E9","NS-IBTS","27.4.b",1,1971,NA,2,NA,-0.5,54.25
"37F0","NS-IBTS","27.4.b",1,1971,6,7,0.857142857142857,0.5,54.25
"37F1","NS-IBTS","27.4.b",1,1971,5,6,0.833333333333333,1.5,54.25
"37F2","NS-IBTS","27.4.b",1,1971,5,8,0.625,2.5,54.25
"37F6","NS-IBTS","27.4.b",1,1971,2,2,1,6.5,54.25
"37F7","NS-IBTS","27.4.b",1,1971,NA,2,NA,7.5,54.25
"38E8","NS-IBTS","27.4.b",1,1971,NA,1,NA,-1.5,54.75
"38E9","NS-IBTS","27.4.b",1,1971,NA,3,NA,-0.5,54.75
"38F1","NS-IBTS","27.4.b",1,1971,7,6,1.16666666666667,1.5,54.75
"38F2","NS-IBTS","27.4.b",1,1971,2,3,0.666666666666667,2.5,54.75
"38F3","NS-IBTS","27.4.b",1,1971,3,6,0.5,3.5,54.75
"38F4","NS-IBTS","27.4.b",1,1971,4,7,0.571428571428571,4.5,54.75
"38F5","NS-IBTS","27.4.b",1,1971,4,4,1,5.5,54.75
"38F6","NS-IBTS","27.4.b",1,1971,5,6,0.833333333333333,6.5,54.75
"38F7","NS-IBTS","27.4.b",1,1971,3,7,0.428571428571429,7.5,54.75
"39F0","NS-IBTS","27.4.b",1,1971,2,7,0.285714285714286,0.5,55.25
"39F2","NS-IBTS","27.4.b",1,1971,3,4,0.75,2.5,55.25
"39F3","NS-IBTS","27.4.b",1,1971,4,6,0.666666666666667,3.5,55.25
"39F5","NS-IBTS","27.4.b",1,1971,NA,1,NA,5.5,55.25
"39F6","NS-IBTS","27.4.b",1,1971,4,6,0.666666666666667,6.5,55.25
"39F7","NS-IBTS","27.4.b",1,1971,3,4,0.75,7.5,55.25
"40F1","NS-IBTS","27.4.b",1,1971,NA,1,NA,1.5,55.75
"40F2","NS-IBTS","27.4.b",1,1971,3,7,0.428571428571429,2.5,55.75
"40F3","NS-IBTS","27.4.b",1,1971,2,4,0.5,3.5,55.75
"40F5","NS-IBTS","27.4.b",1,1971,2,6,0.333333333333333,5.5,55.75
"40F6","NS-IBTS","27.4.b",1,1971,1,2,0.5,6.5,55.75
"40F7","NS-IBTS","27.4.b",1,1971,NA,1,NA,7.5,55.75
"41E7","NS-IBTS","27.4.b",1,1971,2,8,0.25,-2.5,56.25
"41E8","NS-IBTS","27.4.b",1,1971,NA,2,NA,-1.5,56.25
"41E9","NS-IBTS","27.4.b",1,1971,NA,2,NA,-0.5,56.25
"41F0","NS-IBTS","27.4.b",1,1971,2,6,0.333333333333333,0.5,56.25
"41F1","NS-IBTS","27.4.b",1,1971,NA,2,NA,1.5,56.25
"41F2","NS-IBTS","27.4.b",1,1971,3,7,0.428571428571429,2.5,56.25
"41F3","NS-IBTS","27.4.b",1,1971,3,4,0.75,3.5,56.25
"41F4","NS-IBTS","27.4.b",1,1971,4,9,0.444444444444444,4.5,56.25
"41F5","NS-IBTS","27.4.b",1,1971,5,11,0.454545454545455,5.5,56.25
"41F6","NS-IBTS","27.4.b",1,1971,NA,2,NA,6.5,56.25
"41F7","NS-IBTS","27.4.b",1,1971,NA,1,NA,7.5,56.25
"42E7","NS-IBTS","27.4.b",1,1971,1,4,0.25,-2.5,56.75
"42E8","NS-IBTS","27.4.b",1,1971,NA,2,NA,-1.5,56.75
"42E9","NS-IBTS","27.4.b",1,1971,NA,3,NA,-0.5,56.75
"42F0","NS-IBTS","27.4.b",1,1971,1,2,0.5,0.5,56.75
"42F2","NS-IBTS","27.4.b",1,1971,2,5,0.4,2.5,56.75
"42F3","NS-IBTS","27.4.b",1,1971,2,4,0.5,3.5,56.75
"42F4","NS-IBTS","27.4.b",1,1971,3,6,0.5,4.5,56.75
"42F5","NS-IBTS","27.4.b",1,1971,2,8,0.25,5.5,56.75
"42F6","NS-IBTS","27.4.b",1,1971,NA,2,NA,6.5,56.75
"43E8","NS-IBTS","27.4.b",1,1971,3,5,0.6,-1.5,57.25
"43E9","NS-IBTS","27.4.b",1,1971,3,5,0.6,-0.5,57.25
"43F1","NS-IBTS","27.4.b",1,1971,2,7,0.285714285714286,1.5,57.25
"43F2","NS-IBTS","27.4.b",1,1971,2,6,0.333333333333333,2.5,57.25
"43F3","NS-IBTS","27.4.b",1,1971,NA,2,NA,3.5,57.25
"43F4","NS-IBTS","27.4.b",1,1971,1,5,0.2,4.5,57.25
"43F6","NS-IBTS","27.4.b",1,1971,3,7,0.428571428571429,6.5,57.25
"43F7","NS-IBTS","27.4.b",1,1971,4,7,0.571428571428571,7.5,57.25
"43F8","NS-IBTS","27.3.a",1,1971,NA,2,NA,8.5,57.25
"44E6","NS-IBTS","27.4.a",1,1971,1,6,0.166666666666667,-3.5,57.75
"44E7","NS-IBTS","27.4.a",1,1971,2,3,0.666666666666667,-2.5,57.75
"44E8","NS-IBTS","27.4.a",1,1971,3,5,0.6,-1.5,57.75
"44E9","NS-IBTS","27.4.a",1,1971,4,8,0.5,-0.5,57.75
"44F2","NS-IBTS","27.4.a",1,1971,1,4,0.25,2.5,57.75
"44F3","NS-IBTS","27.4.a",1,1971,2,4,0.5,3.5,57.75
"44F8","NS-IBTS","27.3.a",1,1971,NA,3,NA,8.5,57.75
"44F9","NS-IBTS","27.3.a",1,1971,NA,3,NA,9.5,57.75
"45E6","NS-IBTS","27.4.a",1,1971,4,9,0.444444444444444,-3.5,58.25
"45E7","NS-IBTS","27.4.a",1,1971,6,6,1,-2.5,58.25
"45F0","NS-IBTS","27.4.a",1,1971,2,7,0.285714285714286,0.5,58.25
"45F1","NS-IBTS","27.4.a",1,1971,6,10,0.6,1.5,58.25
"46E6","NS-IBTS","27.4.a",1,1971,2,5,0.4,-3.5,58.75
"46E7","NS-IBTS","27.4.a",1,1971,4,4,1,-2.5,58.75
"46F0","NS-IBTS","27.4.a",1,1971,4,8,0.5,0.5,58.75
"46F1","NS-IBTS","27.4.a",1,1971,2,4,0.5,1.5,58.75
"33F3","NS-IBTS","27.4.c",1,1972,1,1,1,3.5,52.25
"33F4","NS-IBTS","27.4.c",1,1972,5,4,1.25,4.5,52.25
"34F2","NS-IBTS","27.4.c",1,1972,1,2,0.5,2.5,52.75
"34F3","NS-IBTS","27.4.c",1,1972,3,5,0.6,3.5,52.75
"34F4","NS-IBTS","27.4.c",1,1972,4,5,0.8,4.5,52.75
"35F1","NS-IBTS","27.4.c",1,1972,1,2,0.5,1.5,53.25
"35F3","NS-IBTS","27.4.c",1,1972,5,4,1.25,3.5,53.25
"35F4","NS-IBTS","27.4.c",1,1972,3,5,0.6,4.5,53.25
"36F0","NS-IBTS","27.4.b",1,1972,1,2,0.5,0.5,53.75
"36F1","NS-IBTS","27.4.b",1,1972,1,1,1,1.5,53.75
"36F3","NS-IBTS","27.4.b",1,1972,1,3,0.333333333333333,3.5,53.75
"36F4","NS-IBTS","27.4.b",1,1972,6,6,1,4.5,53.75
"36F5","NS-IBTS","27.4.b",1,1972,3,5,0.6,5.5,53.75
"36F6","NS-IBTS","27.4.b",1,1972,2,4,0.5,6.5,53.75
"37F0","NS-IBTS","27.4.b",1,1972,9,7,1.28571428571429,0.5,54.25
"37F1","NS-IBTS","27.4.b",1,1972,3,5,0.6,1.5,54.25
"37F2","NS-IBTS","27.4.b",1,1972,2,3,0.666666666666667,2.5,54.25
"37F3","NS-IBTS","27.4.b",1,1972,5,6,0.833333333333333,3.5,54.25
"37F4","NS-IBTS","27.4.b",1,1972,1,2,0.5,4.5,54.25
"37F5","NS-IBTS","27.4.b",1,1972,4,6,0.666666666666667,5.5,54.25
"37F6","NS-IBTS","27.4.b",1,1972,2,1,2,6.5,54.25
"37F7","NS-IBTS","27.4.b",1,1972,2,1,2,7.5,54.25
"38E8","NS-IBTS","27.4.b",1,1972,1,1,1,-1.5,54.75
"38E9","NS-IBTS","27.4.b",1,1972,NA,3,NA,-0.5,54.75
"38F0","NS-IBTS","27.4.b",1,1972,2,6,0.333333333333333,0.5,54.75
"38F1","NS-IBTS","27.4.b",1,1972,2,4,0.5,1.5,54.75
"38F2","NS-IBTS","27.4.b",1,1972,3,6,0.5,2.5,54.75
"38F3","NS-IBTS","27.4.b",1,1972,4,5,0.8,3.5,54.75
"38F4","NS-IBTS","27.4.b",1,1972,2,2,1,4.5,54.75
"38F5","NS-IBTS","27.4.b",1,1972,2,2,1,5.5,54.75
"38F7","NS-IBTS","27.4.b",1,1972,2,2,1,7.5,54.75
"39E8","NS-IBTS","27.4.b",1,1972,2,8,0.25,-1.5,55.25
"39E9","NS-IBTS","27.4.b",1,1972,3,10,0.3,-0.5,55.25
"39F0","NS-IBTS","27.4.b",1,1972,1,3,0.333333333333333,0.5,55.25
"39F2","NS-IBTS","27.4.b",1,1972,2,4,0.5,2.5,55.25
"39F3","NS-IBTS","27.4.b",1,1972,1,5,0.2,3.5,55.25
"39F4","NS-IBTS","27.4.b",1,1972,1,3,0.333333333333333,4.5,55.25
"39F5","NS-IBTS","27.4.b",1,1972,2,1,2,5.5,55.25
"39F6","NS-IBTS","27.4.b",1,1972,1,3,0.333333333333333,6.5,55.25
"40E8","NS-IBTS","27.4.b",1,1972,3,9,0.333333333333333,-1.5,55.75
"40E9","NS-IBTS","27.4.b",1,1972,3,7,0.428571428571429,-0.5,55.75
"40F0","NS-IBTS","27.4.b",1,1972,1,3,0.333333333333333,0.5,55.75
"40F1","NS-IBTS","27.4.b",1,1972,1,3,0.333333333333333,1.5,55.75
"40F2","NS-IBTS","27.4.b",1,1972,2,6,0.333333333333333,2.5,55.75
"40F3","NS-IBTS","27.4.b",1,1972,3,9,0.333333333333333,3.5,55.75
"40F4","NS-IBTS","27.4.b",1,1972,3,2,1.5,4.5,55.75
"40F5","NS-IBTS","27.4.b",1,1972,2,3,0.666666666666667,5.5,55.75
"40F6","NS-IBTS","27.4.b",1,1972,1,3,0.333333333333333,6.5,55.75
"40F7","NS-IBTS","27.4.b",1,1972,1,2,0.5,7.5,55.75
"41E7","NS-IBTS","27.4.b",1,1972,4,10,0.4,-2.5,56.25
"41E8","NS-IBTS","27.4.b",1,1972,2,4,0.5,-1.5,56.25
"41E9","NS-IBTS","27.4.b",1,1972,3,7,0.428571428571429,-0.5,56.25
"41F0","NS-IBTS","27.4.b",1,1972,NA,3,NA,0.5,56.25
"41F1","NS-IBTS","27.4.b",1,1972,1,3,0.333333333333333,1.5,56.25
"41F3","NS-IBTS","27.4.b",1,1972,3,7,0.428571428571429,3.5,56.25
"41F4","NS-IBTS","27.4.b",1,1972,2,8,0.25,4.5,56.25
"41F5","NS-IBTS","27.4.b",1,1972,4,9,0.444444444444444,5.5,56.25
"41F6","NS-IBTS","27.4.b",1,1972,NA,4,NA,6.5,56.25
"41G2","NS-IBTS","27.3.a",1,1972,3,5,0.6,12.5,56.25
"42E7","NS-IBTS","27.4.b",1,1972,4,6,0.666666666666667,-2.5,56.75
"42F0","NS-IBTS","27.4.b",1,1972,NA,1,NA,0.5,56.75
"42F1","NS-IBTS","27.4.b",1,1972,NA,2,NA,1.5,56.75
"42F2","NS-IBTS","27.4.b",1,1972,NA,1,NA,2.5,56.75
"42F3","NS-IBTS","27.4.b",1,1972,NA,1,NA,3.5,56.75
"42F4","NS-IBTS","27.4.b",1,1972,2,4,0.5,4.5,56.75
"42F5","NS-IBTS","27.4.b",1,1972,2,8,0.25,5.5,56.75
"42F7","NS-IBTS","27.4.b",1,1972,3,6,0.5,7.5,56.75
"42G2","NS-IBTS","27.3.a",1,1972,3,5,0.6,12.5,56.75
"43E8","NS-IBTS","27.4.b",1,1972,4,9,0.444444444444444,-1.5,57.25
"43E9","NS-IBTS","27.4.b",1,1972,3,5,0.6,-0.5,57.25
"43F0","NS-IBTS","27.4.b",1,1972,1,2,0.5,0.5,57.25
"43F1","NS-IBTS","27.4.b",1,1972,1,3,0.333333333333333,1.5,57.25
"43F2","NS-IBTS","27.4.b",1,1972,2,8,0.25,2.5,57.25
"43F3","NS-IBTS","27.4.b",1,1972,NA,3,NA,3.5,57.25
"43F4","NS-IBTS","27.4.b",1,1972,NA,1,NA,4.5,57.25
"43F5","NS-IBTS","27.4.b",1,1972,NA,3,NA,5.5,57.25
"43F6","NS-IBTS","27.4.b",1,1972,3,9,0.333333333333333,6.5,57.25
"43F7","NS-IBTS","27.4.b",1,1972,NA,3,NA,7.5,57.25
"43F8","NS-IBTS","27.3.a",1,1972,4,8,0.5,8.5,57.25
"43G1","NS-IBTS","27.3.a",1,1972,6,9,0.666666666666667,11.5,57.25
"43G2","NS-IBTS","27.3.a",1,1972,5,8,0.625,12.5,57.25
"44E6","NS-IBTS","27.4.a",1,1972,3,7,0.428571428571429,-3.5,57.75
"44E7","NS-IBTS","27.4.a",1,1972,3,8,0.375,-2.5,57.75
"44E8","NS-IBTS","27.4.a",1,1972,4,8,0.5,-1.5,57.75
"44E9","NS-IBTS","27.4.a",1,1972,6,8,0.75,-0.5,57.75
"44F0","NS-IBTS","27.4.a",1,1972,NA,2,NA,0.5,57.75
"44F1","NS-IBTS","27.4.a",1,1972,NA,2,NA,1.5,57.75
"44F2","NS-IBTS","27.4.a",1,1972,3,8,0.375,2.5,57.75
"44F3","NS-IBTS","27.4.a",1,1972,2,6,0.333333333333333,3.5,57.75
"44F8","NS-IBTS","27.3.a",1,1972,2,9,0.222222222222222,8.5,57.75
"44F9","NS-IBTS","27.3.a",1,1972,4,14,0.285714285714286,9.5,57.75
"44G0","NS-IBTS","27.3.a",1,1972,7,14,0.5,10.5,57.75
"44G1","NS-IBTS","27.3.a",1,1972,7,13,0.538461538461538,11.5,57.75
"45E6","NS-IBTS","27.4.a",1,1972,6,8,0.75,-3.5,58.25
"45E7","NS-IBTS","27.4.a",1,1972,1,3,0.333333333333333,-2.5,58.25
"45E8","NS-IBTS","27.4.a",1,1972,NA,1,NA,-1.5,58.25
"45E9","NS-IBTS","27.4.a",1,1972,NA,1,NA,-0.5,58.25
"45F1","NS-IBTS","27.4.a",1,1972,2,7,0.285714285714286,1.5,58.25
"45F2","NS-IBTS","27.4.a",1,1972,1,6,0.166666666666667,2.5,58.25
"45F3","NS-IBTS","27.4.a",1,1972,2,6,0.333333333333333,3.5,58.25
"45G1","NS-IBTS","27.3.a",1,1972,7,15,0.466666666666667,11.5,58.25
"46E6","NS-IBTS","27.4.a",1,1972,5,9,0.555555555555556,-3.5,58.75
"46E7","NS-IBTS","27.4.a",1,1972,3,7,0.428571428571429,-2.5,58.75
"46E8","NS-IBTS","27.4.a",1,1972,NA,1,NA,-1.5,58.75
"46F0","NS-IBTS","27.4.a",1,1972,NA,1,NA,0.5,58.75
"46F2","NS-IBTS","27.4.a",1,1972,1,7,0.142857142857143,2.5,58.75
"46G0","NS-IBTS","27.3.a",1,1972,4,12,0.333333333333333,10.5,58.75
"46G1","NS-IBTS","27.3.a",1,1972,3,6,0.5,11.5,58.75
"48F3","NS-IBTS","27.4.a",1,1972,6,5,1.2,3.5,59.75
"33F2","NS-IBTS","27.4.c",1,1973,NA,1,NA,2.5,52.25
"33F3","NS-IBTS","27.4.c",1,1973,2,2,1,3.5,52.25
"33F4","NS-IBTS","27.4.c",1,1973,5,4,1.25,4.5,52.25
"34F2","NS-IBTS","27.4.c",1,1973,1,1,1,2.5,52.75
"34F3","NS-IBTS","27.4.c",1,1973,8,4,2,3.5,52.75
"34F4","NS-IBTS","27.4.c",1,1973,3,4,0.75,4.5,52.75
"35F2","NS-IBTS","27.4.c",1,1973,2,2,1,2.5,53.25
"35F3","NS-IBTS","27.4.c",1,1973,6,4,1.5,3.5,53.25
"35F4","NS-IBTS","27.4.c",1,1973,7,5,1.4,4.5,53.25
"36F0","NS-IBTS","27.4.b",1,1973,2,2,1,0.5,53.75
"36F3","NS-IBTS","27.4.b",1,1973,9,5,1.8,3.5,53.75
"36F4","NS-IBTS","27.4.b",1,1973,8,8,1,4.5,53.75
"36F5","NS-IBTS","27.4.b",1,1973,7,4,1.75,5.5,53.75
