"Year","ratio","sst","F_CODE","sst_lag1","sst_lag2"
2006,0.9375,0.782734407732884,"27.6.b",0.732457521061103,0.982060424983501
2007,1,0.919830816487471,"27.6.b",0.782734407732884,0.732457521061103
2008,1.07142857142857,0.844382150719563,"27.6.b",0.919830816487471,0.782734407732884
2009,0.8125,0.832770061989625,"27.6.b",0.844382150719563,0.919830816487471
2009,1.72222222222222,0.675320007527868,"27.7.a",NA,NA
2010,1.77777777777778,0.343672789633274,"27.7.a",0.675320007527868,NA
2011,1.70588235294118,0.576247551995847,"27.7.a",0.343672789633274,0.675320007527868
2012,1.82352941176471,0.4568833735668,"27.7.a",0.576247551995847,0.343672789633274
2013,1.76470588235294,0.320569269359112,"27.7.a",0.4568833735668,0.576247551995847
2014,1.63157894736842,1.0226738082452,"27.7.a",0.320569269359112,0.4568833735668
2015,1.94117647058824,0.50897687394172,"27.7.a",1.0226738082452,0.320569269359112
2016,1.875,0.801700280358394,"27.7.a",0.50897687394172,1.0226738082452
2018,2.06666666666667,0.593146328503887,"27.7.a",0.801700280358394,0.50897687394172
2003,2.4,0.775719456374645,"27.7.b",NA,NA
2004,2,0.550157207995653,"27.7.b",0.775719456374645,NA
2005,1.81818181818182,0.649386620769898,"27.7.b",0.550157207995653,0.775719456374645
2006,2.05,0.777748934303721,"27.7.b",0.649386620769898,0.550157207995653
2007,2.5,0.987140564868847,"27.7.b",0.777748934303721,0.649386620769898
2008,1.76190476190476,0.441659627404685,"27.7.b",0.987140564868847,0.777748934303721
2009,2.26315789473684,0.422697588490943,"27.7.b",0.441659627404685,0.987140564868847
2010,2.04761904761905,0.403680211864412,"27.7.b",0.422697588490943,0.441659627404685
2011,2.10526315789474,0.177327992549787,"27.7.b",0.403680211864412,0.422697588490943
2012,2.11111111111111,0.194898144652446,"27.7.b",0.177327992549787,0.403680211864412
2013,2.21052631578947,0.297051940113306,"27.7.b",0.194898144652446,0.177327992549787
2014,2.1,0.717548535671085,"27.7.b",0.297051940113306,0.194898144652446
2015,2.22222222222222,0.225249839636187,"27.7.b",0.717548535671085,0.297051940113306
2016,2.17647058823529,0.592365529077748,"27.7.b",0.225249839636187,0.717548535671085
2017,2.05882352941176,0.531331197513888,"27.7.b",0.592365529077748,0.225249839636187
2018,2.21052631578947,0.513124635598312,"27.7.b",0.531331197513888,0.592365529077748
2001,1.86666666666667,0.707869031311323,"27.7.c",NA,NA
2002,1.6,0.565512581417958,"27.7.c",0.707869031311323,NA
2003,1.85714285714286,0.713914934545755,"27.7.c",0.565512581417958,0.707869031311323
2004,2,0.459964747074991,"27.7.c",0.713914934545755,0.565512581417958
2005,2,0.857533718148867,"27.7.c",0.459964747074991,0.713914934545755
2006,2.6,0.862378171334664,"27.7.c",0.857533718148867,0.459964747074991
2007,2,1.0973626623551,"27.7.c",0.862378171334664,0.857533718148867
2008,1.86666666666667,0.684453062014654,"27.7.c",1.0973626623551,0.862378171334664
2009,2.6,0.47656466687719,"27.7.c",0.684453062014654,1.0973626623551
2010,2.33333333333333,0.739313084632158,"27.7.c",0.47656466687719,0.684453062014654
2011,2.8,0.157966575895747,"27.7.c",0.739313084632158,0.47656466687719
2012,2.16666666666667,0.275462864199653,"27.7.c",0.157966575895747,0.739313084632158
2013,2.16666666666667,0.577280268693964,"27.7.c",0.275462864199653,0.157966575895747
2014,2.14285714285714,0.408052567237367,"27.7.c",0.577280268693964,0.275462864199653
2015,2.33333333333333,-0.0172082561378678,"27.7.c",0.408052567237367,0.577280268693964
2016,2.33333333333333,0.418483887799084,"27.7.c",-0.0172082561378678,0.408052567237367
2017,2.14285714285714,0.497288855879257,"27.7.c",0.418483887799084,-0.0172082561378678
2018,2.14285714285714,0.356101718886445,"27.7.c",0.497288855879257,0.418483887799084
1988,4.28571428571429,0.224726589551816,"27.7.d",NA,NA
1989,3.75,1.08019358303511,"27.7.d",0.224726589551816,NA
1990,4.71428571428571,1.02327184190014,"27.7.d",1.08019358303511,0.224726589551816
1991,3.11111111111111,0.0375556195154786,"27.7.d",1.02327184190014,1.08019358303511
1992,5,0.373077312329163,"27.7.d",0.0375556195154786,1.02327184190014
1993,3.5,0.135520010410498,"27.7.d",0.373077312329163,0.0375556195154786
1994,3.75,0.588399738927061,"27.7.d",0.135520010410498,0.373077312329163
1995,4.57142857142857,0.995507111152013,"27.7.d",0.588399738927061,0.135520010410498
1996,5,0.0016543179905663,"27.7.d",0.995507111152013,0.588399738927061
1997,4.71428571428571,0.7132196930858,"27.7.d",0.0016543179905663,0.995507111152013
1998,5.14285714285714,1.03641893869887,"27.7.d",0.7132196930858,0.0016543179905663
1999,4,1.44673832831904,"27.7.d",1.03641893869887,0.7132196930858
2000,4.57142857142857,0.997077055430661,"27.7.d",1.44673832831904,1.03641893869887
2001,4.125,1.12461930482338,"27.7.d",0.997077055430661,1.44673832831904
2002,5.14285714285714,1.41276624829819,"27.7.d",1.12461930482338,0.997077055430661
2003,4.25,1.450963110663,"27.7.d",1.41276624829819,1.12461930482338
